,id,owner,pool,token0,token1,tickLower,tickUpper,liquidity,depositedToken0,depositedToken1,withdrawnToken0,withdrawnToken1,collectedFeesToken0,collectedFeesToken1,transaction,feeGrowthInside0LastX128,feeGrowthInside1LastX128
41,513559,0xe2fe530c047f2d85298b07d9333c05737f1435fb,{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1'},{'id': '0x1ce270557c1f68cfb577b856766310bf8b47fd9c'},{'id': '0x3b0863f83889b03a3e8a59e0a6dfd3a9d4e1825a'},{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1#-6840'},{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1#78180'},3253051439767659432846684897586,88681429.41627774847214946,160524999999999.751041833993361062,510808.348115027895295333,924629999999.907885478577764071,0,0,"{'id': '0x5956458d6bcf7ff61887d0960ad905b264bf7d645894d16afd4cf706392ae0f3', 'timestamp': '1685135591'}",0,0
42,535348,0xc75526f6364782aa6df119b1127ddccca24ffb6f,{'id': '0xd7495c58b830464cc3dcacb47068dae130b0741f'},{'id': '0x56772d4ce41df6ad9680308b1d4146915e2e5f7d'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xd7495c58b830464cc3dcacb47068dae130b0741f#-69082'},{'id': '0xd7495c58b830464cc3dcacb47068dae130b0741f#-46055'},3234854187789963223136418200016,1397999999999998.999999999998014741,0,1328049999999999.030149999998114054,0,0,0,"{'id': '0x8b364941249282bdea30b045343706aead5a72bbc75f578e414f5173811c9d23', 'timestamp': '1688881079'}",0,0
43,522424,0x21a8549a4f422b9fa1934a9a5c5deabd2403857f,{'id': '0xa949565af49d48164f68681633faa32faebeb10f'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xd8280c1f423c90f19814698c5b63b55415e2f232'},{'id': '0xa949565af49d48164f68681633faa32faebeb10f#-207244'},{'id': '0xa949565af49d48164f68681633faa32faebeb10f#-76014'},3090325519834740033661968202553,0,69010000000,0,9999999.999999999999999999,0,0,"{'id': '0xed7d36f252d27d3ff667b68608cc4af5caf9d405fc47a8d487bf5e2603be8b59', 'timestamp': '1686347315'}",0,0
44,511367,0xd81ab0ad29aefe68f5e119aca9b9dfdbae33994c,{'id': '0xbc3e16f01e9436cee2ab7f35da8aae9bff54ad98'},{'id': '0x7f9ec1f9a464aae23c5555d726eca167e547601d'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xbc3e16f01e9436cee2ab7f35da8aae9bff54ad98#-99780'},{'id': '0xbc3e16f01e9436cee2ab7f35da8aae9bff54ad98#-7800'},2171848773711668591863222901783,315517499999999.999999999999413542,0,0,0,0,0,"{'id': '0xc8af5c49af3bbe0a2378cea5a0c642361f920dfb701a9dbb06990b84e7c1e6f0', 'timestamp': '1684833383'}",0,0
45,564311,0x0a95982718b945654c7e0da37bb30cab53619d49,{'id': '0x37c0a1cd1635484ed72939532acaae1bcc390b84'},{'id': '0x0a95982718b945654c7e0da37bb30cab53619d49'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x37c0a1cd1635484ed72939532acaae1bcc390b84#150960'},{'id': '0x37c0a1cd1635484ed72939532acaae1bcc390b84#190080'},2098177377836355379391611852662,950000000,0,0,0,0,0,"{'id': '0xaf5d38a38e4b9d7626f413f72d28b2b9a6bc4da2fb909897d810b8f679ed6a8c', 'timestamp': '1694722127'}",0,0
46,384595,0xb3fe5af77f5cd203c482669854788f3a54c83340,{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7'},{'id': '0x3c00f3e5a1cb06cca9ec0fb8b36af2daaf54fbbb'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7#435060'},{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7#462780'},1865077720984033420974304529843,5000000000000,0,0,0,0,0,"{'id': '0x03261c8a020ed3ce2160ac02e8a1357de91f42ade25d35b72e102631f65f08f3', 'timestamp': '1670422703'}",0,0
47,384593,0xb3fe5af77f5cd203c482669854788f3a54c83340,{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7'},{'id': '0x3c00f3e5a1cb06cca9ec0fb8b36af2daaf54fbbb'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7#435060'},{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7#476640'},1598568830963524438379071335378,5000000000000,0,0,0,0,0,"{'id': '0x884b39028ba414300c33ecaacba04f0b3f4c092e4ad41f214ceb0ec7deac39a1', 'timestamp': '1670422667'}",0,0
48,384592,0xb3fe5af77f5cd203c482669854788f3a54c83340,{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7'},{'id': '0x3c00f3e5a1cb06cca9ec0fb8b36af2daaf54fbbb'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7#435060'},{'id': '0x79d326762be436054d8a6e528116b66af41d5ce7#483540'},1534566578216951283641716321932,5000000000000,0,0,0,0,0,"{'id': '0x181482c85e789f2e68d95981c91dcaf9086058db1723a8b8eb9cd3d30792c45d', 'timestamp': '1670422595'}",0,0
49,23740,0xe0d34cbd0fd18d86f5d0e4bcbb487328a7d43b5d,{'id': '0xc641bf5f45760644fd613aacdac34f3936ba4c41'},{'id': '0x6d70aa2f103a2cc342e8629e54ce385bfb08f239'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xc641bf5f45760644fd613aacdac34f3936ba4c41#-23030'},{'id': '0xc641bf5f45760644fd613aacdac34f3936ba4c41#-16100'},1079744315980774563376010100558,999999999999.999999999999999952,0,0,0,0,0,"{'id': '0xbc2a41ef95319673d26dea80f455b8698bed7cccd3bb50465b2203733595a46a', 'timestamp': '1622010549'}",0,0
50,16737,0x077487a3b654cc3f386338d80195bb07b91be219,{'id': '0x2aec4724f94c0ec15869a9dc33b6929bb08751d1'},{'id': '0x35575790fc9366a5ef82e862d8dc3e2d665312a4'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x2aec4724f94c0ec15869a9dc33b6929bb08751d1#-6960'},{'id': '0x2aec4724f94c0ec15869a9dc33b6929bb08751d1#0'},989807109839095595159405375933,411965250711.684501531111330641,0,0,0,0,0,"{'id': '0xbbc1b06b02b399c2347086d36c968e28d6a6ddcf2364c1bf1dbc70e4f3d2dbd5', 'timestamp': '1621332016'}",0,0
51,269466,0x1df544f4be422abbf8a2f5af22e0c79c8108b2f0,{'id': '0x010e3607ee6d9f43a24efe589a9fec74bba101fd'},{'id': '0x76165106bbcd58c88468c48907a5bc2529a5a68a'},{'id': '0xc3b2140ac3e95edfea220681eeca127fc81e4929'},{'id': '0x010e3607ee6d9f43a24efe589a9fec74bba101fd#-2200'},{'id': '0x010e3607ee6d9f43a24efe589a9fec74bba101fd#2200'},960052798935057429518165265846,100000000000.000000000000000014,100000000000,0,0,0,0,"{'id': '0x229b709e63082d3150f5c9748b8934674917f17d4a0d7347f9be8b46ad88106d', 'timestamp': '1657965001'}",0,0
52,20995,0xbd4f8c6fc843ee6fadaf2c9fc30676bc17f1adb7,{'id': '0xcf3f297704585d2d946619b6a7549c7d16580cb2'},{'id': '0x76164a0965a6ee258be3369f9148fa7e71da1797'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xcf3f297704585d2d946619b6a7549c7d16580cb2#-69060'},{'id': '0xcf3f297704585d2d946619b6a7549c7d16580cb2#-69000'},951152918399304792063072295646,89999999999.999999999999999509,0,0,0,0,0,"{'id': '0xed4f5ad56be527651cf4dfcac1350a4c260a95040895c083f5f45ff7c7bbb431', 'timestamp': '1621813227'}",0,0
53,563694,0x600f0238cc44171c757ce6f8bbc0fe1d45d86289,{'id': '0x423e37316653a65d2f2ac9b21841bc3e65fd2cc9'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xe378059ba1493b856b2f8cd1d84bdab477e72c88'},{'id': '0x423e37316653a65d2f2ac9b21841bc3e65fd2cc9#-138180'},{'id': '0x423e37316653a65d2f2ac9b21841bc3e65fd2cc9#-136320'},924318546908724185758950836299,0,90000000,0,0,0,0,"{'id': '0x1fd74af899ac100c9fc59dc75ed2bba3227e97c8c0e27ac489eb9f11e557f845', 'timestamp': '1694578907'}",0,0
54,525226,0x6478c5c8745c0ced2338f328747526f1e28979e4,{'id': '0x80c3dda5bd84ffccc19f7a59397feaf922a29c29'},{'id': '0xa202460ad77125669a316cd6b1c8bca0991b5996'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x80c3dda5bd84ffccc19f7a59397feaf922a29c29#0'},{'id': '0x80c3dda5bd84ffccc19f7a59397feaf922a29c29#237201'},902006378416272582149715936405,902000000000,0,0,0,0,0,"{'id': '0xc86d95965159d2815cb5aaa89e32c5fefbc8dc48648d76799b786b73b4cefd95', 'timestamp': '1686820355'}",0,0
55,456148,0xbc68cccaaa48846bbe6941eb474970d65342eb5f,{'id': '0x76764f4f6afed0329e72cf6982d83f877ee9ebae'},{'id': '0x06450dee7fd2fb8e39061434babcfc05599a6fb8'},{'id': '0x15964cc23e13141d290da9581213b4b0879ce7d8'},{'id': '0x76764f4f6afed0329e72cf6982d83f877ee9ebae#-298020'},{'id': '0x76764f4f6afed0329e72cf6982d83f877ee9ebae#-297960'},886318691688261563089568448442,0,8999999719084.14124928,0,0,0,0,"{'id': '0xd2191cece92bb7f42c37eff210517b6605d50ca76a6922a4dc7c45c076e08080', 'timestamp': '1677813671'}",0,0
56,527012,0xa81466806d36333744379bdbbf3c11201f8c66de,{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1'},{'id': '0x1ce270557c1f68cfb577b856766310bf8b47fd9c'},{'id': '0x3b0863f83889b03a3e8a59e0a6dfd3a9d4e1825a'},{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1#-887220'},{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1#887220'},767560182755519698612331385705,269984269484.40385330266221074,2182757426094.122011016032633493,0,0,0,0,"{'id': '0x1abfa007ccfaea21a19fc146005ea58db845c56a067428980894e74eacd2d95b', 'timestamp': '1687174907'}",3344996329550451417927990132832166424,56794737221482540459146224626525482259
57,165910,0x8fb9ecfa52830aeea3c05fc5fc896444babe6032,{'id': '0xb46b6878e0b8592847df74134a59ad9555b551fd'},{'id': '0x19421602c6c9b2ad76bf9a00a6fd6a834c03c2f8'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xb46b6878e0b8592847df74134a59ad9555b551fd#-6932'},{'id': '0xb46b6878e0b8592847df74134a59ad9555b551fd#138162'},636840634600162145840036393889,1900000000000,0,999999999999.999999999999999998,0,0,0,"{'id': '0x62ff291ce520aca21adf40ae588cd99d23636e2ca01381c9067c06b898512972', 'timestamp': '1639278843'}",0,0
58,331842,0xe9952c3090a1b3d07088bdbcc306e256106af3d5,{'id': '0x8a0522ceb38c96c53fe05a9ebb1eeac7e283bd81'},{'id': '0x91acaabe25a4284705cf98362c0f694f62af7430'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x8a0522ceb38c96c53fe05a9ebb1eeac7e283bd81#0'},{'id': '0x8a0522ceb38c96c53fe05a9ebb1eeac7e283bd81#161160'},600190072303469158916559891366,599999999999.999994860471908717,0.0509999999999904,0.00000489056659909,0.049999999999998868,0,0,"{'id': '0x12b883e0e08848df892420a23855c2a1f4050bb67c53d2a48ef87d045f868736', 'timestamp': '1665008147'}",1013679664347410904722329005716298542,0
59,494304,0x46b3b451b05ac4a7761d6ca610a303c7953c86af,{'id': '0xc683483f6c9dd339c66bfa8278fbeedeb15dfd8b'},{'id': '0x04b77a1be2981c1ca353aaf251b0f11398413bfa'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xc683483f6c9dd339c66bfa8278fbeedeb15dfd8b#189287'},{'id': '0xc683483f6c9dd339c66bfa8278fbeedeb15dfd8b#189292'},515519937236453801029200435060,10000,0,0,0,0,0,"{'id': '0x62113d6ef8fa8bf1e42318b2e4286b38d1d070d2df548cffe770742b66007fe9', 'timestamp': '1682204483'}",0,0
60,513707,0xf7222b1fc4785cc865bf7c20c7e473c2a947c301,{'id': '0x02184eddef3255512414903f2e9a2e9d4a4d0844'},{'id': '0xbb23ac381cd953b1543d382fd4a88bc0ec00bb2f'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x02184eddef3255512414903f2e9a2e9d4a4d0844#-23040'},{'id': '0x02184eddef3255512414903f2e9a2e9d4a4d0844#0'},462035907237850976294568276585,999999726355.190185094947272195,0,0,0,0,0,"{'id': '0x46b3dc94445154726cc1e66f5983055d90a4fd030ebc85fdc9017827cabf84eb', 'timestamp': '1685154155'}",0,0
61,52945,0x6794a38a10c69837a138e900ed95c79c561b25d6,{'id': '0xb3eebe219b67114bf9b3edac18496dda4402fb39'},{'id': '0xbf9e72eeb5adb8b558334c8672950b7a379d4266'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xb3eebe219b67114bf9b3edac18496dda4402fb39#-137460'},{'id': '0xb3eebe219b67114bf9b3edac18496dda4402fb39#-137400'},414931661038409235931104207260,1200000999999.999999999989826985,0,0,0,0,0,"{'id': '0xdf39563e02e90846e593d2330f1c3a1ee8573396e7fd2f6e9dbfad90aca5b5a8', 'timestamp': '1624088023'}",1619232344489880722967399726022,1736983502116849279702049
62,186098,0x4d12721b5caa9e9888c6b477407c70fce9096bd3,{'id': '0x2e5848efcfac935dd243c9094048ac346e198e1d'},{'id': '0x293b0cd0991db07c8529febb01bc7d052315c5ab'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x2e5848efcfac935dd243c9094048ac346e198e1d#-5100'},{'id': '0x2e5848efcfac935dd243c9094048ac346e198e1d#69060'},397207105940493915986914707343,500000000001,0,0,0,0,0,"{'id': '0xc2c527c86220a43c9d8a067413db15f4deae9ca299e6687df54c0cb199c8b165', 'timestamp': '1643015527'}",0,0
63,67341,0x9afd4e3c2c838910ad48871f210805d908be9693,{'id': '0x06bd1af522f43bc270203e96a019b4779195b870'},{'id': '0x397cc4dfb5528dc31f73f55eb738ad7aa89651a4'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x06bd1af522f43bc270203e96a019b4779195b870#-138000'},{'id': '0x06bd1af522f43bc270203e96a019b4779195b870#-137940'},370222054922916232567263130009,1099999999999.999999999995921964,0,0,0,0,0,"{'id': '0xec20e3af9d379433906e1d8728824f5f7c1d06fe2dd7bedd8469b86ff4c8d783', 'timestamp': '1625119080'}",0,0
64,526479,0x817a4f9d4c2414c06101ce09a2f688a63755a899,{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1'},{'id': '0x1ce270557c1f68cfb577b856766310bf8b47fd9c'},{'id': '0x3b0863f83889b03a3e8a59e0a6dfd3a9d4e1825a'},{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1#-887220'},{'id': '0xd41a3851685fbc2556471a65ba37d6f6dc4999b1#887220'},362585471191788616180731054518,54938145399.148702483266149611,2393022606864.492856577354860128,0,0,0,0,"{'id': '0x69b676ffe4bec9da89a8f840d2f93fbd23181972d9e952b6c7039fdec5359ece', 'timestamp': '1687052423'}",2663737178793426668400564113119539703,41212230490298843322146425101108776861
65,223524,0x0aeb46e87f064a548dfd1ac7e5c92b2b983648ed,{'id': '0x18bb49dabec36c29af9450f420e675f46c416042'},{'id': '0x028ce5ea3298a50c0d8a27b937b1f48cf0d68b56'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x18bb49dabec36c29af9450f420e675f46c416042#-7140'},{'id': '0x18bb49dabec36c29af9450f420e675f46c416042#61740'},361437599700506108538299926970,500000000001,0,0,0,0,0,"{'id': '0x4090cfe06292eacad75635dbbaf90058f6ff55b46204c4040b6f65368b514644', 'timestamp': '1650448057'}",0,0
66,313306,0x3b6067fb56e44f9da97aae995e0ccf7a5d0a40cb,{'id': '0x08680f0135e41314f3d7c1ac16343cb3ec69d445'},{'id': '0x6adb2e268de2aa1abf6578e4a8119b960e02928f'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x08680f0135e41314f3d7c1ac16343cb3ec69d445#115140'},{'id': '0x08680f0135e41314f3d7c1ac16343cb3ec69d445#122070'},324086429408510574598604178378,34368178813818695206.73134472,0,34068147559598842388.731344719,0,0,0,"{'id': '0xcbdfca64bea9427b983ad64d9429a270d6487f9f9f6e8c51df6a87163dd0d253', 'timestamp': '1663124749'}",0,0
67,453051,0x1012324537678ad4afccb99f08d92e151396830e,{'id': '0x8d5bdbd33e8f92fef91a44890207146cfba30398'},{'id': '0x69a368e6b611b797d391619b8c3c7f7fc427293b'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x8d5bdbd33e8f92fef91a44890207146cfba30398#-105960'},{'id': '0x8d5bdbd33e8f92fef91a44890207146cfba30398#-102300'},296212365347883370653211414273,9901010109900.999999999999685024,0,0,0,0,0,"{'id': '0x9ef7e75da49daa78d15a67108073f9f26515c8df57d68e8a96725d0f25e2c477', 'timestamp': '1677520823'}",0,0
68,115265,0x60f4c86457c1954c0ca963dc03534c3311967beb,{'id': '0x32b78b518f2d12060ab1521b2a9f6859d9ff0a26'},{'id': '0x2ca667766a2437de0a9d5600f1f67d9fe60c499d'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x32b78b518f2d12060ab1521b2a9f6859d9ff0a26#-115200'},{'id': '0x32b78b518f2d12060ab1521b2a9f6859d9ff0a26#138200'},283682601592699491455475265744,89999996992546.685789963955531806,0.090922813276724477,2671874.861429383955149433,0,2671966.985896639092916251,0,"{'id': '0x09f924cc38055e4afa7be099d4af2c9ee54895731d2f4f5234a789ac1fb29e3b', 'timestamp': '1629528032'}",0,0
69,43936,0x77f6694224cbc5b725597cc9ef15fb1cc6fdd4ad,{'id': '0x5abf2cf7b37e64bd8a85a59a3cb8a0fff5934084'},{'id': '0x072379256ad4e7045b789d16bf249ae95fbaa3b3'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x5abf2cf7b37e64bd8a85a59a3cb8a0fff5934084#-23000'},{'id': '0x5abf2cf7b37e64bd8a85a59a3cb8a0fff5934084#69000'},255896804531218648634052388984,799999999999.999999999999999998,0,0,0,0,0,"{'id': '0x24c5fc6c48e5a2d66ee6588d3a9f5cecc42c684b8d64cdf34dff7fd040d4e072', 'timestamp': '1623418757'}",0,0
70,525421,0xe2fe530c047f2d85298b07d9333c05737f1435fb,{'id': '0xef49cfd6a7617acea5d16c700dd91bf1e9e3925d'},{'id': '0x06e0eba5b5b992be4993d5880686695e9ccedc30'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xef49cfd6a7617acea5d16c700dd91bf1e9e3925d#-7000'},{'id': '0xef49cfd6a7617acea5d16c700dd91bf1e9e3925d#0'},215303927046424306651149561528,90221542523.771079820305226103,0,0,0,0,0,"{'id': '0x20b6fb9e0b10317422c05633f384a89bf02d3de8135b182f72205848b18b987a', 'timestamp': '1686854675'}",0,0
71,63884,0x0797a0bd634e0949be80d49b4bc3e7225f02d747,{'id': '0x76ad89d68b81affc636b4b4b23efb426f0150078'},{'id': '0x5633c3be7fba30f2b5f93fab29daa9a381ca8eb0'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x76ad89d68b81affc636b4b4b23efb426f0150078#-51160'},{'id': '0x76ad89d68b81affc636b4b4b23efb426f0150078#-49620'},209075657367446253376843849455,199999999999.999999999999999618,0,0,0,0,0,"{'id': '0x60b6f7a88e41d0111089ab275b0ad80dbef27db0e1ce12b2ee3c5dd33781950d', 'timestamp': '1624878180'}",0,0
72,193235,0x68c956322cef20c99d51edd01b7ed639b476c4cc,{'id': '0xe744f5e2edfdcb9fdb43b288ecb8b21c8487e888'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xfb130d93e49dca13264344966a611dc79a456bc5'},{'id': '0xe744f5e2edfdcb9fdb43b288ecb8b21c8487e888#286250'},{'id': '0xe744f5e2edfdcb9fdb43b288ecb8b21c8487e888#286260'},206832912760929142286681304347,0,169904746747605.903590734144979791,0,0,0,0,"{'id': '0x7c2abb7e70cd3a8b92f02734d13de6554b3df02a97b354567dd70b6e07cf9ddc', 'timestamp': '1644771359'}",0,0
73,164608,0xd70844c4fe7a0bd22eddedcefde407f852220ee0,{'id': '0x21ca07e18632116c504d5e4f2beca2c969948905'},{'id': '0x703d8574e19428d662a73c301d106dc236aa9bfc'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x21ca07e18632116c504d5e4f2beca2c969948905#135929'},{'id': '0x21ca07e18632116c504d5e4f2beca2c969948905#136009'},179239252413858137126496720928,800000,0,0,0,0,0,"{'id': '0x7b6f90e29b4407ea0782f93e4316f1088bbc84126db338b0406c51da984ebcd9', 'timestamp': '1639014228'}",0,0
74,18602,0x64ea0ceaa4721db02eb8c5232cde6d3c459fa40d,{'id': '0xad76da68a204fe301cc9b1c60f7166db73d35e76'},{'id': '0x883a8108e562e19adc92932022c11ca06f4f921a'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xad76da68a204fe301cc9b1c60f7166db73d35e76#-160980'},{'id': '0xad76da68a204fe301cc9b1c60f7166db73d35e76#-22560'},159932759263832461248144686704,499999999999999.999999999972236833,0,0,0,0,0,"{'id': '0x8158228acfb62028a949c3b12496613b107e0e1ac9e9f5de2fc4cf6e37b956e4', 'timestamp': '1621574556'}",0,0
75,18469,0xf036ca800ec00513329eae36660670791e52126d,{'id': '0x058e136bc597082589d2cf5d0d021e22b6556a9c'},{'id': '0x53868ac71297768254883b31aadda7328b70fbe6'},{'id': '0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce'},{'id': '0x058e136bc597082589d2cf5d0d021e22b6556a9c#-506580'},{'id': '0x058e136bc597082589d2cf5d0d021e22b6556a9c#276300'},158106099875351593507670235542,499999999999999.999999999994896917,49995076.03758934271520693,0,0,0,0,"{'id': '0xd22a5f059bdbc364f65ad821f1741c78cc3e05c8bedbef047e18cf92c43fc004', 'timestamp': '1621563103'}",0,0
76,478025,0xa403200d03a76666bbae9bda100f4c52eceff955,{'id': '0xf69a909dbd13d93d6719432c7ebee6cd085dc436'},{'id': '0xb9687de80bda09f15f80983864270ac9bc6cc16b'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xf69a909dbd13d93d6719432c7ebee6cd085dc436#117360'},{'id': '0xf69a909dbd13d93d6719432c7ebee6cd085dc436#122040'},143998182369692724905125403591,85000000.000000000000000003,0,0,0,0,0,"{'id': '0x5122b85c26814f068ea6bf1490db29146c2d90452dc22823fbe4e7146f67b474', 'timestamp': '1680035831'}",0,0
77,45148,0xe87b86c677ca37e644fd17da6ee6ecc76dde60b4,{'id': '0x16546a81590a5df707d439c3de8f52f66fb1d4d7'},{'id': '0x6b175474e89094c44da98b954eedeac495271d0f'},{'id': '0x939a7a577d93ad29b64c1595b1284ce660a479b9'},{'id': '0x16546a81590a5df707d439c3de8f52f66fb1d4d7#-157600'},{'id': '0x16546a81590a5df707d439c3de8f52f66fb1d4d7#-155000'},135562470541473141775335114205,1750.572467940729626475,7120740.657346063064472468,0,0.000419063102090865,0,0.00042206282017209,"{'id': '0x2f33e6d0c818879742bcfb1f72895f0d3707551a9f4dc5eb200432b18673a279', 'timestamp': '1623518922'}",0,0
78,526770,0x9900c088ab8cc4c0998d5eccbafbb374affa6768,{'id': '0xdcc707e28ca6bc6ec10dee36025b2f856b3024e5'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xf9985784b3bcdfd520c416c11fb79e5ea2443011'},{'id': '0xdcc707e28ca6bc6ec10dee36025b2f856b3024e5#0'},{'id': '0xdcc707e28ca6bc6ec10dee36025b2f856b3024e5#6960'},134233551013135474560574043850,0,55869025335.689515478842210418,0,0,0,0,"{'id': '0x77177b799190808ac6b49dc3f668648af75e1ab5dcb65eb4e72281dbc2402c84', 'timestamp': '1687115243'}",0,0
79,71153,0x2c78abac005dfbb8f0a8d2e5efed9be39bc5ad15,{'id': '0x2df3f8e466d4924d86c35213dcef8c6955c6813a'},{'id': '0x0bfda9a1914dd56313da138143e871c2b7a01e39'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x2df3f8e466d4924d86c35213dcef8c6955c6813a#0'},{'id': '0x2df3f8e466d4924d86c35213dcef8c6955c6813a#29940'},128835647668202536076057937277,100000000000,0,0,0,0,0,"{'id': '0xc9e2182a4109345390b0e25a7204ee15b254fd14664b2a9967acff5be38432da', 'timestamp': '1625365374'}",0,0
80,573154,0x7cacd7448ae17d521049742c680db3ac2d633709,{'id': '0xc3b41ca47e87bc73b974abdd84ed763d30c4d00e'},{'id': '0x822d9647ff6d028915dc9040e4ae54565eaf788c'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xc3b41ca47e87bc73b974abdd84ed763d30c4d00e#-23000'},{'id': '0xc3b41ca47e87bc73b974abdd84ed763d30c4d00e#0'},123051415679360534170988812113,265546349322.182323213000114593,0,0,0,0,0,"{'id': '0x2b5ee7c1daabe6c697ee27312c5a42c9a86debf780b7644a6d67b319d06c6579', 'timestamp': '1696261535'}",0,0
81,539925,0x231278edd38b00b07fbd52120cef685b9baebcc1,{'id': '0x7eb326ee04baf973b8a861a48bfc8105d628605d'},{'id': '0x148c7b609aabfb7d6b49f1beacacdf41e3f1dc7e'},{'id': '0x1ce270557c1f68cfb577b856766310bf8b47fd9c'},{'id': '0x7eb326ee04baf973b8a861a48bfc8105d628605d#-887200'},{'id': '0x7eb326ee04baf973b8a861a48bfc8105d628605d#887200'},122707355453455586790661708856,61128379483.830461212176034936,250308135819.144985444305199093,489027035.870643689697408279,2002465086.553159883554441591,0,0,"{'id': '0x679332af65fe5d80630abbdbd735adba5136ec845a9097db6631414c7d53a2f6', 'timestamp': '1689900059'}",4023664814750917791881153555579518382,120977054252629750740359924049738385637
82,61656,0xa3ca6b66ebc364146a860d300ee3b3e399a09e9b,{'id': '0xc15866aad52cd0e237c5f87c04e3ed22d1c94451'},{'id': '0xaa0ffb1a9742228170562afb768e73c4b8257b04'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xc15866aad52cd0e237c5f87c04e3ed22d1c94451#138180'},{'id': '0xc15866aad52cd0e237c5f87c04e3ed22d1c94451#139980'},116296190162197567459772350121,10000000,0,0,0,0,0,"{'id': '0xbced04fc0fc4f3804156c92c4edf460d4ccc72a89880b4e4467a7579515522ee', 'timestamp': '1624718255'}",0,0
