,date,volumeUSD,totalValueLockedUSD,priceUSD,feesUSD,open,high,low,close,token_id
78,2023-07-12,271730596.956446,0,1.0,152427.7362061715,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
79,2023-07-11,194671209.10953993,0,1.0,98740.23699920918,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
80,2023-07-10,289062850.76930416,0,1.0,154784.1587295783,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
81,2023-07-09,144059846.90868673,0,1.0,73236.04473323723,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
82,2023-07-08,160958695.94407344,0,1.0,85230.58751537207,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
83,2023-07-07,263903599.4620337,0,1.0,153639.4976576531,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
84,2023-07-06,406577462.5403681,0,1.0,274645.75351231784,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
85,2023-07-05,367079029.5585328,0,1.0,187575.02176472303,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
86,2023-07-04,308094521.1399406,0,1.0,147590.63217825073,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
87,2023-07-03,415747090.237192,0,1.0,211715.05543996213,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
88,2023-07-02,279259121.62362605,0,1.0,169388.0709620726,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
89,2023-07-01,302494013.600036,0,1.0,138297.56553176366,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
90,2023-06-30,736609218.0862527,0,1.0,454143.8388727196,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
91,2023-06-29,292341112.0969769,0,1.0,155458.2406626115,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
92,2023-06-28,319557314.22192,0,1.0,190092.8697591703,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
93,2023-06-27,421283425.15453094,0,1.0,199598.55444742297,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
94,2023-06-26,461846346.473746,0,1.0,275041.0533998653,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
95,2023-06-25,309164311.4255934,0,1.0,173015.44246586208,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
96,2023-06-24,193954033.05105105,0,1.0,126110.8912162663,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
97,2023-06-23,502372470.6548048,0,1.0,291651.19833097974,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
98,2023-06-22,550917149.1450068,0,1.0,271579.21279898746,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
99,2023-06-21,749903887.5668986,0,1.0,451919.713852436,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0,2023-09-18,367704938.0895201,0,1.0,190441.5948084159,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
1,2023-09-17,93960267.26501805,0,1.0,60858.635600731206,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
2,2023-09-16,93536579.17906867,0,1.0,68523.52634611778,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
3,2023-09-15,219967747.62501648,0,1.0,122268.48380272176,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
4,2023-09-14,256617529.5538901,0,1.0,143664.5991112706,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
5,2023-09-13,315779044.79406285,0,1.0,173243.58806745056,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
6,2023-09-12,408655413.3948161,0,1.0,230068.35686760704,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
7,2023-09-11,439646426.8668167,0,1.0,251333.3526640696,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
8,2023-09-10,238025945.5039428,0,1.0,128546.49182613209,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
9,2023-09-09,58218187.04439721,0,1.0,22356.216604688132,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
10,2023-09-08,188797872.590395,0,1.0,101403.11328228124,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
11,2023-09-07,207130427.24399227,0,1.0,112670.34972518154,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
12,2023-09-06,256608992.2246714,0,1.0,135858.37580193928,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
13,2023-09-05,212964100.0013856,0,1.0,113257.56053080344,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
14,2023-09-04,191509272.8657222,0,1.0,103273.98804793466,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
15,2023-09-03,118447474.1759556,0,1.0,69894.64144452367,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
16,2023-09-02,103767151.03271341,0,1.0,51694.32063098248,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
17,2023-09-01,378593146.3606432,0,1.0,194932.2772508546,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
18,2023-08-31,394386027.3576948,0,1.0,227308.5310392328,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
19,2023-08-30,238458957.70937848,0,1.0,125608.59537830368,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
20,2023-08-29,554295350.7738193,0,1.0,323881.85417436034,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
21,2023-08-28,244910668.51530167,0,1.0,131958.93336410457,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
22,2023-08-27,118398163.9977054,0,1.0,84281.92712831995,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
23,2023-08-26,69972860.94864549,0,1.0,38161.349021968184,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
24,2023-08-25,279657606.6275481,0,1.0,158409.99629306182,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
25,2023-08-24,233077558.52005076,0,1.0,122509.31943104124,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
26,2023-08-23,398914494.4459796,0,1.0,222834.855694923,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
27,2023-08-22,465095355.9941053,0,1.0,261250.73829417504,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
28,2023-08-21,243945728.5628508,0,1.0,124475.61326611025,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
29,2023-08-20,152353935.5328206,0,1.0,81292.55195932549,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
30,2023-08-19,165046585.94144097,0,1.0,93987.34946862968,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
31,2023-08-18,400765414.215813,0,1.0,238608.88129948452,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
32,2023-08-17,819928777.6848879,0,1.0,630477.4553692932,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
33,2023-08-16,184682398.2598341,0,1.0,106922.70185598232,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
34,2023-08-15,162845893.1471911,0,1.0,95884.87519900035,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
35,2023-08-14,152868198.78803942,0,1.0,82407.43114688173,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
36,2023-08-13,100271174.62602472,0,1.0,56442.32345659634,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
37,2023-08-12,56116605.426333115,0,1.0,30543.891688695763,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
38,2023-08-11,116563517.86976068,0,1.0,61352.81824512774,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
39,2023-08-10,136552799.5065394,0,1.0,90930.930518885,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
40,2023-08-09,202329357.42192167,0,1.0,121967.95702775016,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
41,2023-08-08,293129992.4708265,0,1.0,175122.47933037527,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
42,2023-08-07,237520816.4978108,0,1.0,125142.68462959593,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
43,2023-08-06,86719088.94224115,0,1.0,44202.17214117337,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
44,2023-08-05,56397079.54916193,0,1.0,31089.410049874536,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
45,2023-08-04,217830391.16911915,0,1.0,109547.65184465687,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
46,2023-08-03,191242176.5317417,0,1.0,106298.09698393208,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
47,2023-08-02,235980687.70823327,0,1.0,140384.6930574032,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
48,2023-08-01,325866354.10925287,0,1.0,180095.91155121077,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
49,2023-07-31,242958408.4573612,0,1.0,115922.1448528435,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
50,2023-07-30,184524103.5972613,0,1.0,96813.46170243472,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
51,2023-07-29,65079212.98074514,0,1.0,38096.06415501,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
52,2023-07-28,112692087.54048678,0,1.0,68149.69711361836,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
53,2023-07-27,189748953.34055915,0,1.0,110842.1307926412,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
54,2023-07-26,275709186.29012847,0,1.0,158322.56683951637,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
55,2023-07-25,137491931.66003215,0,1.0,70923.09195171962,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
56,2023-07-24,269938688.4456345,0,1.0,155659.16391547935,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
57,2023-07-23,126071419.1642771,0,1.0,100568.39554821998,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
58,2023-07-22,196281984.91243413,0,1.0,119604.90186413664,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
59,2023-07-21,178102628.0342474,0,1.0,99087.15115434292,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
60,2023-07-20,250773911.44998384,0,1.0,155209.84609395347,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
61,2023-07-19,237567079.7105764,0,1.0,138237.1969065373,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
62,2023-07-18,257656405.7882744,0,1.0,153065.113044513,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
63,2023-07-17,336955580.18324625,0,1.0,211272.00567728357,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
64,2023-07-16,158311234.0015954,0,1.0,91785.11991257759,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
65,2023-07-15,181774945.94800565,0,1.0,95202.07364606055,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
66,2023-07-14,502929419.74483925,0,1.0,303284.0868313064,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
67,2023-07-13,675584006.9961561,0,1.0,364831.564215237,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
68,2023-07-12,271730596.956446,0,1.0,152427.7362061715,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
69,2023-07-11,194671209.10953993,0,1.0,98740.23699920918,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
70,2023-07-10,289062850.76930416,0,1.0,154784.1587295783,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
71,2023-07-09,144059846.90868673,0,1.0,73236.04473323723,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
72,2023-07-08,160958695.94407344,0,1.0,85230.58751537207,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
73,2023-07-07,263903599.4620337,0,1.0,153639.4976576531,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
74,2023-07-06,406577462.5403681,0,1.0,274645.75351231784,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
75,2023-07-05,367079029.5585328,0,1.0,187575.02176472303,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
76,2023-07-04,308094521.1399406,0,1.0,147590.63217825073,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
77,2023-07-03,415747090.237192,0,1.0,211715.05543996213,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
78,2023-07-02,279259121.62362605,0,1.0,169388.0709620726,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
79,2023-07-01,302494013.600036,0,1.0,138297.56553176366,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
80,2023-06-30,736609218.0862527,0,1.0,454143.8388727196,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
81,2023-06-29,292341112.0969769,0,1.0,155458.2406626115,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
82,2023-06-28,319557314.22192,0,1.0,190092.8697591703,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
83,2023-06-27,421283425.15453094,0,1.0,199598.55444742297,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
84,2023-06-26,461846346.473746,0,1.0,275041.0533998653,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
85,2023-06-25,309164311.4255934,0,1.0,173015.44246586208,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
86,2023-06-24,193954033.05105105,0,1.0,126110.8912162663,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
87,2023-06-23,502372470.6548048,0,1.0,291651.19833097974,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
88,2023-06-22,550917149.1450068,0,1.0,271579.21279898746,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
89,2023-06-21,749903887.5668986,0,1.0,451919.713852436,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
90,2023-06-20,473362612.3872945,0,1.0,239532.77246158232,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
91,2023-06-19,283875514.9394392,0,1.0,159930.72534745003,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
92,2023-06-18,131767915.986509,0,1.0,67961.73363443092,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
93,2023-06-17,197923565.26102877,0,1.0,111803.94243217104,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
94,2023-06-16,303921005.78212786,0,1.0,144117.81060314813,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
95,2023-06-15,581251661.1379906,0,1.0,226450.90885380164,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
96,2023-06-14,440570976.03799015,0,1.0,231850.3362007424,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
97,2023-06-13,384735505.5921928,0,1.0,177606.58918090613,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
98,2023-06-12,422521225.1606688,0,1.0,175969.747368822,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
99,2023-06-11,191510988.79030687,0,1.0,103930.85905726482,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0,2023-09-08,188797872.590395,0,1.0,101403.11328228124,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
1,2023-09-07,207130427.24399227,0,1.0,112670.34972518154,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
2,2023-09-06,256608992.2246714,0,1.0,135858.37580193928,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
3,2023-09-05,212964100.0013856,0,1.0,113257.56053080344,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
4,2023-09-04,191509272.8657222,0,1.0,103273.98804793466,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
5,2023-09-03,118447474.1759556,0,1.0,69894.64144452367,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
6,2023-09-02,103767151.03271341,0,1.0,51694.32063098248,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
7,2023-09-01,378593146.3606432,0,1.0,194932.2772508546,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
8,2023-08-31,394386027.3576948,0,1.0,227308.5310392328,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
9,2023-08-30,238458957.70937848,0,1.0,125608.59537830368,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
10,2023-08-29,554295350.7738193,0,1.0,323881.85417436034,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
11,2023-08-28,244910668.51530167,0,1.0,131958.93336410457,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
12,2023-08-27,118398163.9977054,0,1.0,84281.92712831995,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
13,2023-08-26,69972860.94864549,0,1.0,38161.349021968184,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
14,2023-08-25,279657606.6275481,0,1.0,158409.99629306182,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
15,2023-08-24,233077558.52005076,0,1.0,122509.31943104124,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
16,2023-08-23,398914494.4459796,0,1.0,222834.855694923,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
17,2023-08-22,465095355.9941053,0,1.0,261250.73829417504,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
18,2023-08-21,243945728.5628508,0,1.0,124475.61326611025,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
19,2023-08-20,152353935.5328206,0,1.0,81292.55195932549,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
20,2023-08-19,165046585.94144097,0,1.0,93987.34946862968,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
21,2023-08-18,400765414.215813,0,1.0,238608.88129948452,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
22,2023-08-17,819928777.6848879,0,1.0,630477.4553692932,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
23,2023-08-16,184682398.2598341,0,1.0,106922.70185598232,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
24,2023-08-15,162845893.1471911,0,1.0,95884.87519900035,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
25,2023-08-14,152868198.78803942,0,1.0,82407.43114688173,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
26,2023-08-13,100271174.62602472,0,1.0,56442.32345659634,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
27,2023-08-12,56116605.426333115,0,1.0,30543.891688695763,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
28,2023-08-11,116563517.86976068,0,1.0,61352.81824512774,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
29,2023-08-10,136552799.5065394,0,1.0,90930.930518885,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
30,2023-08-09,202329357.42192167,0,1.0,121967.95702775016,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
31,2023-08-08,293129992.4708265,0,1.0,175122.47933037527,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
32,2023-08-07,237520816.4978108,0,1.0,125142.68462959593,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
33,2023-08-06,86719088.94224115,0,1.0,44202.17214117337,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
34,2023-08-05,56397079.54916193,0,1.0,31089.410049874536,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
35,2023-08-04,217830391.16911915,0,1.0,109547.65184465687,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
36,2023-08-03,191242176.5317417,0,1.0,106298.09698393208,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
37,2023-08-02,235980687.70823327,0,1.0,140384.6930574032,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
38,2023-08-01,325866354.10925287,0,1.0,180095.91155121077,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
39,2023-07-31,242958408.4573612,0,1.0,115922.1448528435,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
40,2023-07-30,184524103.5972613,0,1.0,96813.46170243472,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
41,2023-07-29,65079212.98074514,0,1.0,38096.06415501,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
42,2023-07-28,112692087.54048678,0,1.0,68149.69711361836,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
43,2023-07-27,189748953.34055915,0,1.0,110842.1307926412,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
44,2023-07-26,275709186.29012847,0,1.0,158322.56683951637,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
45,2023-07-25,137491931.66003215,0,1.0,70923.09195171962,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
46,2023-07-24,269938688.4456345,0,1.0,155659.16391547935,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
47,2023-07-23,126071419.1642771,0,1.0,100568.39554821998,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
48,2023-07-22,196281984.91243413,0,1.0,119604.90186413664,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
49,2023-07-21,178102628.0342474,0,1.0,99087.15115434292,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
50,2023-07-20,250773911.44998384,0,1.0,155209.84609395347,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
51,2023-07-19,237567079.7105764,0,1.0,138237.1969065373,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
52,2023-07-18,257656405.7882744,0,1.0,153065.113044513,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
53,2023-07-17,336955580.18324625,0,1.0,211272.00567728357,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
54,2023-07-16,158311234.0015954,0,1.0,91785.11991257759,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
55,2023-07-15,181774945.94800565,0,1.0,95202.07364606055,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
56,2023-07-14,502929419.74483925,0,1.0,303284.0868313064,1.0,1,1.0,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
